55 Cancri e,PSO J318.5-22,TRAPPIST-1e,A,B,C,D,E,F,G,T,VIP,CryoSleep,HomePlanet,Side,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Num,total_expense
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.969939052451073,4.2631607783924865,14.063709530107962,2.6025944687727294,15.646018543832339,5.7737732204907655,0.0,42.34925654159628
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.492017742920502,0.0,11.762558328631897,4.2631607783924865,1.5409627556327752,0.0,2.055641538058108,17.56668186265716
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.340760310539712,0.0,0.0,0.0,13.513865863461868,0.0,0.7304631471189666,13.513865863461868
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.545285536716194,0.0,0.0,0.0,0.0,0.0,1.8203341036428238,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.322947514138835,0.0,18.479302906110867,0.0,1.8203341036428238,12.729303683571777,1.8203341036428238,33.02894069332547
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.859551208605442,4.9269180446816625,18.18599975796328,0.0,13.116308591655946,7.5526075857806365,1.8203341036428238,43.78183398008152
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.137710644618417,13.828642504003595,2.6025944687727294,3.7019729772844623,3.7019729772844623,0.0,2.055641538058108,23.83518292734525
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.782056917753863,8.970599932778448,16.002964515445626,17.445140390815062,6.986732432057258,9.847619122921865,0.7304631471189666,59.25305639401826
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.792129643835174,0.0,0.0,0.0,0.0,0.0,1.1943176378757767,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.9325102940665544,0.0,10.822434677567204,3.128238685769432,1.5409627556327752,0.0,3.128238685769432,15.49163611896941
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.7019729772844623,0.0,0.0,0.0,0.0,0.0,2.6025944687727294,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.2631607783924865,0.0,0.0,0.0,0.0,0.0,2.750250297485029,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.782056917753863,10.732272285545113,0.0,4.492017742920502,0.0,0.0,3.011340243262834,15.224290028465614
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.285266416806648,0.0,0.0,0.0,0.0,0.0,3.128238685769432,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.071754351052767,3.340760310539712,11.737301110175862,0.0,0.0,4.071754351052767,2.440268378362637,19.149815771768342
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.137710644618417,10.184716170074019,0.0,6.382450834594188,8.253528702007328,0.0,2.6025944687727294,24.820695706675536
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.782056917753863,0.0,3.858806663498184,7.262963217517579,8.737598519334247,9.506159320448687,1.5409627556327752,29.365527720798696
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.137710644618417,0.0,0.0,0.0,0.0,0.0,3.782056917753863,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.322947514138835,5.859551208605442,13.745011573763362,0.0,0.0,3.4381104434026533,2.885846472488202,23.042673225771455
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.2596737867230705,0.0,0.0,0.0,0.0,0.0,3.618222517841817,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.6477085871174175,0.0,0.0,0.0,11.724598476197201,0.0,3.9325102940665544,11.724598476197201
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.071754351052767,0.0,0.0,12.729303683571777,0.0,0.0,3.7019729772844623,12.729303683571777
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.492017742920502,0.7304631471189666,0.0,13.468453155296588,0.0,10.18993412600693,4.003419248109409,24.388850428422487
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.882972919330174,0.0,3.618222517841817,12.116911312065204,0.0,0.0,3.2377281976988326,15.73513382990702
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.7304631471189666,0.0,0.0,0.0,0.0,0.0,3.2377281976988326,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.858806663498184,0.7304631471189666,0.0,0.0,10.736626193764538,0.0,4.2014612941903655,11.467089340883504
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.618222517841817,0.0,0.0,0.0,0.0,0.0,4.2631607783924865,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.697012078927853,0.0,0.0,4.9269180446816625,0.7304631471189666,10.543577039871609,4.003419248109409,16.20095823167224
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.137710644618417,0.0,4.003419248109409,6.268453117386751,0.0,11.09371324431321,1.8203341036428238,21.365585609809372
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.4372688011897266,3.340760310539712,11.734130107719718,3.2377281976988326,0.7304631471189666,0.0,3.340760310539712,19.043081763077232
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.858806663498184,12.227961249917179,0.7304631471189666,1.1943176378757767,0.0,13.451272702162258,4.2631607783924865,27.60401473707418
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.055641538058108,0.0,0.0,0.0,0.0,0.0,3.4381104434026533,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.003419248109409,0.0,0.0,0.0,0.0,0.0,2.2596737867230705,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5304192649587702,16.436848968887062,15.345312081533788,0.0,0.0,14.837495191917771,2.2596737867230705,46.61965624233862
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.440268378362637,0.0,0.0,0.0,0.0,0.0,3.5304192649587702,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.792129643835174,0.0,0.0,10.612315056685787,4.792129643835174,0.0,4.38094603344487,15.404444700520962
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.2631607783924865,5.210789042972047,9.140782843836698,14.631275156158905,0.0,6.59483341495303,1.8203341036428238,35.57768045792068
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.969939052451073,9.794431016731847,10.342374227330055,0.7304631471189666,0.0,0.0,4.38094603344487,20.867268391180872
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.4372688011897266,0.0,0.0,0.0,0.0,0.0,4.137710644618417,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.1943176378757767,0.0,0.0,0.0,0.0,0.0,4.492017742920502,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.071754351052767,9.577768772977672,9.72807198077492,0.0,0.0,10.317500955076602,4.492017742920502,29.623341708829194
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.492017742920502,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.492017742920502,0.0,19.393648796311552,17.982614557076086,4.4372688011897266,16.03010694961277,1.1943176378757767,57.84363910419013
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.559490358416789,0.0,5.133567292834431,4.071754351052767,11.234013204301133,0.0,2.2596737867230705,20.43933484818833
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.792129643835174,0.0,0.0,0.0,0.0,0.0,2.440268378362637,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.559490358416789,0.0,0.0,0.0,0.0,0.0,2.440268378362637,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.782056917753863,4.5971567117081165,0.0,10.376854189435692,0.0,8.345588710512626,4.5971567117081165,23.319599611656436
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.9269180446816625,0.0,0.0,0.0,0.0,0.0,3.9325102940665544,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.882972919330174,1.1943176378757767,4.2631607783924865,7.4550235803134814,12.677122228700302,0.0,4.6477085871174175,25.589624225282048
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.037895786284872,0.0,0.0,0.0,0.0,0.0,4.697012078927853,0.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.745132396064701,0.0,10.07838292328306,0.0,13.306760397904513,10.67510179086764,0.7304631471189666,34.06024511205521
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2631607783924865,11.614566638515486,0.0,0.0,3.9325102940665544,7.278278985320871,2.750250297485029,22.82535591790291
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.545285536716194,0.0,0.0,11.16654014453778,0.0,0.0,4.6477085871174175,11.16654014453778
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.882972919330174,0.0,1.5409627556327752,0.0,11.354094166792636,0.0,4.697012078927853,12.895056922425411
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.322947514138835,14.14039782124357,3.011340243262834,0.0,0.0,12.577692013019725,4.745132396064701,29.72943007752613
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.492017742920502,0.0,0.0,0.0,0.0,0.0,4.792129643835174,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.003419248109409,0.0,11.410720730871269,0.0,0.0,0.0,4.4372688011897266,11.410720730871269
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4372688011897266,0.0,0.0,0.0,0.0,0.0,2.440268378362637,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2014612941903655,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.6025944687727294,0.0,0.0,0.0,0.0,0.0,4.2014612941903655,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5409627556327752,0.0,0.0,0.0,0.0,0.0,4.2014612941903655,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.322947514138835,0.0,0.0,0.0,0.0,0.0,4.2014612941903655,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.750250297485029,0.0,0.0,0.0,0.0,0.0,4.2014612941903655,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.4372688011897266,9.473006456190069,3.4381104434026533,0.0,0.0,10.00715768738887,4.9269180446816625,22.918274586981592
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7019729772844623,11.354094166792636,6.952063659629821,0.0,0.7304631471189666,5.62289923231481,4.969939052451073,24.659520205856236
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.003419248109409,8.070314193798698,0.0,12.585066747225241,0.0,0.0,2.440268378362637,20.65538094102394
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.137710644618417,2.2596737867230705,3.011340243262834,13.105769838789474,0.0,0.0,4.838059349133916,18.376783868775377
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.2014612941903655,0.0,0.0,0.0,0.0,0.0,4.882972919330174,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.792129643835174,8.702627911087824,0.0,8.168905235578311,10.089189683419606,0.0,4.9269180446816625,26.960722830085743
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.340760310539712,0.0,0.0,0.0,0.0,0.0,1.8203341036428238,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.137710644618417,0.0,0.0,0.0,0.0,0.0,1.8203341036428238,0.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.2631607783924865,0.0,8.823108115244978,0.0,16.93479613977766,7.659675454722643,1.8203341036428238,33.41757970974528
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.4372688011897266,13.62492954670195,1.1943176378757767,8.530047046365183,7.5526075857806365,0.0,5.093856518007759,30.901901816723544
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.969939052451073,5.133567292834431,0.0,10.585005856057766,0.0,3.7019729772844623,4.6477085871174175,19.42054612617666
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.792129643835174,4.6477085871174175,15.189963913610638,0.0,20.864662064640456,12.6289823120684,2.885846472488202,53.33131687743691
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.210789042972047,11.211682200474868,10.35226609224141,1.8203341036428238,1.1943176378757767,14.812489464898755,3.128238685769432,39.391089499133635
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0533710494211155,17.079353274339894,3.858806663498184,0.0,1.8203341036428238,5.0120772195485275,3.128238685769432,27.77057126102943
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.071754351052767,0.0,0.0,0.0,0.0,0.0,4.697012078927853,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.782056917753863,11.300075138807951,3.128238685769432,0.7304631471189666,0.0,0.0,4.745132396064701,15.15877697169635
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2014612941903655,1.5409627556327752,16.31897104189326,19.047558991674872,13.364099250174005,0.0,2.440268378362637,50.271592039374916
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.003419248109409,0.0,0.0,0.0,0.0,0.0,3.858806663498184,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.745132396064701,0.0,0.0,0.0,0.0,0.0,1.8203341036428238,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9269180446816625,0.0,23.83403554353624,0.0,3.2377281976988326,13.706022525748383,1.8203341036428238,40.777786266983455
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0533710494211155,0.0,0.0,0.0,0.0,0.0,1.8203341036428238,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.745132396064701,0.0,13.185078454680323,0.0,13.878247602345327,18.17848321612643,1.8203341036428238,45.24180927315208
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.4372688011897266,0.0,0.0,0.0,0.0,0.0,5.3215405626377255,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.858806663498184,11.459457506209896,0.0,0.0,0.0,1.5409627556327752,5.3215405626377255,13.00042026184267
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.2014612941903655,0.0,0.0,0.0,0.0,0.0,4.969939052451073,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.792129643835174,0.0,0.0,0.0,0.0,0.0,5.392276337227253,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.9269180446816625,14.963922568830665,0.0,4.003419248109409,0.0,0.0,2.440268378362637,18.967341816940074
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.071754351052767,0.0,0.0,0.0,0.0,0.0,2.750250297485029,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.782056917753863,0.0,0.0,0.0,0.0,0.0,2.750250297485029,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.357203202420049,0.0,0.0,6.172972078519893,11.336189720426248,6.172972078519893,5.0120772195485275,23.682133877466036
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0120772195485275,0.0,0.0,11.25250253014858,0.0,0.0,5.285266416806648,11.25250253014858
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.782056917753863,0.7304631471189666,0.0,15.307200353250975,6.337529394588084,0.0,5.527073738158998,22.375192894958026
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.858806663498184,7.944502934774821,0.0,0.0,10.749651012129238,6.65495044352145,4.9269180446816625,25.34910439042551
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.782056917753863,0.0,0.0,0.0,0.0,0.0,2.055641538058108,0.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.882972919330174,0.0,0.0,0.0,0.0,0.0,2.055641538058108,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5971567117081165,12.967978519290329,9.593796886116639,0.0,19.242854466141747,12.778381918023664,2.055641538058108,54.583011789572375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.133567292834431,11.132253603876471,0.0,10.072964688066048,5.210789042972047,6.533131230124546,3.128238685769432,32.949138565039114
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.7019729772844623,13.385607312480666,0.0,7.308627591436396,0.0,0.0,5.59142712460611,20.694234903917064
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.3215405626377255,6.808145364123843,0.0,5.0120772195485275,13.420522821140821,0.0,5.62289923231481,25.24074540481319
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.071754351052767,15.690463248457277,0.0,0.0,1.1943176378757767,0.0,3.2377281976988326,16.884780886333054
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.545285536716194,5.0120772195485275,9.279836446808169,0.7304631471189666,5.744420430279228,10.18993412600693,5.133567292834431,30.95673136976182
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.527073738158998,12.27405882526201,0.0,1.1943176378757767,0.0,0.7304631471189666,2.885846472488202,14.198839610256753
