55 Cancri e,PSO J318.5-22,TRAPPIST-1e,A,B,C,D,E,F,G,T,VIP,CryoSleep,HomePlanet,Side,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Num,total_expense,Transported
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.2631607783924865,0.0,0.0,0.0,0.0,0.0,3.5304192649587702,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.322947514138835,0.7304631471189666,11.136081740934445,4.545285536716194,7.9678374640434715,0.0,3.858806663498184,24.379667888813074,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.782056917753863,0.0,0.0,11.031045151827064,0.7304631471189666,4.697012078927853,2.750250297485029,16.45852037787388,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.750250297485029,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5409627556327752,0.0,0.0,0.0,0.0,0.0,2.750250297485029,0.0,True
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.494161288893169,0.0,12.665150811025393,0.0,1.5409627556327752,10.897673633652223,1.1943176378757767,25.103787200310393,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.2631607783924865,0.0,11.69262258528247,2.055641538058108,4.5971567117081165,0.0,3.011340243262834,18.345420835048692,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.2631607783924865,0.0,15.274566790449908,12.00201143263362,0.0,6.382450834594188,3.011340243262834,33.659029057677714,True
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.071754351052767,9.110605958809186,9.876753739288326,10.401242904600743,4.838059349133916,0.0,3.782056917753863,34.22666195183217,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.1943176378757767,0.0,0.0,0.0,0.0,0.0,3.128238685769432,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4.545285536716194,0.0,0.0,0.0,0.0,0.0,4.2014612941903655,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7019729772844623,0.0,0.0,0.0,11.607976032768192,6.469749997220178,4.071754351052767,18.07772602998837,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.137710644618417,0.0,0.0,0.0,0.0,3.618222517841817,4.137710644618417,3.618222517841817,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.750250297485029,0.0,0.0,0.0,0.0,0.0,3.7019729772844623,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.2596737867230705,0.0,0.0,0.0,0.0,0.0,3.7019729772844623,0.0,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.322947514138835,0.0,0.0,10.607780484836361,1.1943176378757767,7.200726558523307,3.9325102940665544,19.002824681235445,False
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.9325102940665544,13.757329159016132,2.055641538058108,3.618222517841817,0.0,0.0,1.1943176378757767,19.431193214916057,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.071754351052767,0.0,0.0,0.0,0.0,0.0,3.782056917753863,0.0,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.545285536716194,10.571258863293686,0.0,9.222126215438918,0.0,0.0,3.782056917753863,19.793385078732605,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.782056917753863,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5971567117081165,0.0,9.776483168029046,2.2596737867230705,16.404397310041137,11.382533288080934,7.046228448014782,39.823087552874185,False
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.969939052451073,0.0,9.258333791417995,0.0,0.0,13.657587027778918,2.055641538058108,22.915920819196913,False
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0533710494211155,14.495863100598662,20.407366205995846,0.0,13.970503069068581,9.979298049926308,2.055641538058108,58.8530304255894,True
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.38094603344487,0.0,0.0,0.0,0.0,0.0,2.055641538058108,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.4372688011897266,0.0,0.0,0.0,0.0,0.0,2.2596737867230705,0.0,True
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.285266416806648,0.0,14.939736898988006,6.382450834594188,3.618222517841817,3.2377281976988326,0.7304631471189666,28.178138449122844,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.80273872401839,0.0,0.0,11.521047611844585,0.0,0.0,4.071754351052767,11.521047611844585,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.322947514138835,6.268453117386751,7.579804517371833,9.888326631702043,8.492259095309958,0.7304631471189666,3.858806663498184,32.959306508889554,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.2631607783924865,0.0,0.0,0.0,0.0,0.0,4.137710644618417,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6477085871174175,0.7304631471189666,14.515918362197791,0.0,3.128238685769432,9.740250837817678,1.8203341036428238,28.114871032903864,True
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.9269180446816625,0.0,14.684920708120707,0.0,5.831327892742091,18.436393250748498,0.0,38.9526418516113,False
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.2377281976988326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,4.137710644618417,0.0,0.0,0.0,0.0,0.0,4.2014612941903655,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.4372688011897266,0.0,0.0,0.0,11.143724050564096,6.07328940298831,3.9325102940665544,17.217013453552404,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.7019729772844623,5.527073738158998,10.727912194602025,5.3215405626377255,0.0,0.7304631471189666,4.322947514138835,22.306989642517717,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.88741871045203,0.0,0.0,0.0,0.0,0.0,4.322947514138835,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.745132396064701,11.151347822781824,0.0,8.994431374976791,0.0,4.2014612941903655,2.440268378362637,24.34724049194898,False
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,5.7146689026506605,14.697192664277274,9.279836446808169,2.750250297485029,9.148276307865098,1.1943176378757767,1.5409627556327752,37.06987335431135,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.172534928709971,14.340409073178568,2.2596737867230705,0.0,0.0,0.0,2.6025944687727294,16.60008285990164,False
